geneID	gff_annotation	gff_annotation.1
106097390	LOC106097390	uncharacterized LOC106097390
106097391	LOC106097391	uncharacterized LOC106097391
106097392	LOC106097392	uncharacterized LOC106097392
106097393	umad1	UBAP1-MVB12-associated (UMA) domain containing 1%2C transcript variant X2
106097394	LOC106097394	ATP-dependent DNA helicase PIF1
106097395	LOC106097395	protein NLRC3
106097397	LOC106097397	uncharacterized LOC106097397
106097400	LOC106097400	immunoglobulin lambda variable 1-47-like isoform X1
106097401	LOC106097401	uncharacterized LOC106097401%2C transcript variant X1
106097403	LOC106097403	ubinuclein-2-like%2C transcript variant X1
106097406	LOC106097406	CD209 antigen-like protein E
106097407	LOC106097407	mitogen-activated protein kinase-binding protein 1%2C transcript variant X4
106097410	LOC106097410	uncharacterized LOC106097410%2C transcript variant X2
106097412	LOC106097412	uncharacterized LOC106097412
106097413	LOC106097413	uncharacterized LOC106097413
106097415	LOC106097415	uncharacterized LOC106097415
106097417	LOC106097417	lymphocyte antigen 6D
106097419	LOC106097419	uncharacterized LOC106097419
106097420	LOC106097420	uncharacterized LOC106097420
106097422	LOC106097422	protein NLRC3-like
106097423	LOC106097423	uncharacterized LOC106097423
106097428	LOC106097428	uncharacterized LOC102081004
106097430	LOC106097430	uncharacterized LOC106097430%2C transcript variant X2
106097431	LOC106097431	uncharacterized LOC106097431
106097433	LOC106097433	uncharacterized LOC106097433
106097434	LOC106097434	P2Y purinoceptor 14-like
106097435	LOC106097435	zinc finger protein 729-like
106097436	LOC106097436	uncharacterized LOC106097436
106097437	LOC106097437	uncharacterized LOC106097437
106097439	LOC106097439	uncharacterized LOC106097439%2C transcript variant X1
106097441	LOC106097441	C-type lectin domain family 4 member E-like
106097445	LOC106097445	B-cell receptor CD22%2C transcript variant X2
106097447	LOC106097447	uncharacterized LOC106097447%2C transcript variant X1
106097450	LOC106097450	uncharacterized LOC106097450
106097455	LOC106097455	uncharacterized LOC106097455%2C transcript variant X5
106097461	LOC106097461	uncharacterized LOC106097461
106097463	LOC106097463	uncharacterized LOC106097463%2C transcript variant X1
106097464	LOC106097464	uncharacterized LOC106097464%2C transcript variant X3
106097468	LOC106097468	uncharacterized LOC106097468
106097469	LOC106097469	cytidine monophosphate-N-acetylneuraminic acid hydroxylase-like
106097471	LOC106097471	uncharacterized LOC106097471
106097472	LOC106097472	Fc receptor-like protein 5
106097475	LOC106097475	uncharacterized LOC106097475
106097476	LOC106097476	uncharacterized LOC106097476
106097480	LOC106097480	uncharacterized LOC106097480
106097482	LOC106097482	uncharacterized LOC106097482
106097485	LOC106097485	uncharacterized LOC106097485
106097488	LOC106097488	uncharacterized LOC106097488
106097489	LOC106097489	uncharacterized LOC106097489%2C transcript variant X2
106097490	LOC106097490	uncharacterized LOC106097490
106097492	LOC106097492	uncharacterized LOC109201105
106097493	LOC106097493	uncharacterized LOC106097493
106097499	LOC106097499	uncharacterized LOC106097499
106097502	LOC106097502	ATP-dependent DNA helicase PIF1
106097504	LOC106097504	uncharacterized LOC106097504%2C transcript variant X2
106097507	LOC106097507	uncharacterized LOC106097507
106097508	LOC106097508	uncharacterized LOC106097508%2C transcript variant X1
106097509	LOC106097509	sialoadhesin%2C transcript variant X3
106097512	LOC106097512	uncharacterized LOC106097512
106097514	LOC106097514	NACHT%2C LRR and PYD domains-containing protein 1%2C transcript variant X2
106097515	LOC106097515	polymeric immunoglobulin receptor%2C transcript variant X2
106097518	LOC106097518	uncharacterized LOC106097518%2C transcript variant X1
106097519	LOC106097519	protein NLRC3-like
106097520	LOC106097520	heme-binding protein 2-like
106097521	LOC106097521	ribonuclease inhibitor-like
106097523	LOC106097523	nuclear factor 7%2C ovary-like
106097524	LOC106097524	uncharacterized LOC106097524
106097525	LOC106097525	uncharacterized LOC106097525%2C transcript variant X5
106097527	LOC106097527	sterile alpha motif domain-containing protein 9-like
106097528	LOC106097528	sterile alpha motif domain-containing protein 9-like%2C transcript variant X1
106097529	LOC106097529	sterile alpha motif domain-containing protein 9-like
106097532	LOC106097532	uncharacterized LOC106097532%2C transcript variant X1
106097533	LOC106097533	uncharacterized protein LOC100703048
106097534	LOC106097534	uncharacterized LOC106097534%2C transcript variant X1
106097537	LOC106097537	uncharacterized LOC106097537
106097539	LOC106097539	uncharacterized LOC106097539
106097540	LOC106097540	uncharacterized LOC106097540%2C transcript variant X1
106097545	LOC106097545	lactose-binding lectin l-2-like
106097546	LOC106097546	mucin-3A-like
106097552	LOC106097552	serine/threonine-protein kinase/endoribonuclease IRE1
106097553	LOC106097553	probable serine/threonine-protein kinase ireA%2C transcript variant X1
106097554	LOC106097554	uncharacterized LOC106097554
106097555	LOC106097555	uncharacterized LOC106097555
106097557	LOC106097557	Ig kappa-b4 chain C region-like
106097558	LOC106097558	uncharacterized LOC106097558%2C transcript variant X1
106097559	LOC106097559	V-set domain containing T-cell activation inhibitor 1-like
106097561	LOC106097561	uncharacterized LOC106097561
106097565	LOC106097565	coxsackievirus and adenovirus receptor-like
106097566	LOC106097566	uncharacterized LOC106097566%2C transcript variant X2
106097568	LOC106097568	uncharacterized LOC106097568%2C transcript variant X2
106097570	LOC106097570	serine/threonine-protein kinase ppk4-like%2C transcript variant X1
106097573	LOC106097573	uncharacterized LOC106097573
106097575	LOC106097575	uncharacterized LOC106097575
106097576	LOC106097576	uncharacterized protein C7orf43 homolog
106097577	LOC106097577	uncharacterized LOC106097577%2C transcript variant X1
106097578	LOC106097578	selection and upkeep of intraepithelial T-cells protein 1%2C transcript variant X4
106097579	LOC106097579	uncharacterized LOC106097579
106097580	LOC106097580	plexin-C1
106097581	LOC106097581	general transcription factor II-I repeat domain-containing protein 2
106097583	LOC106097583	polymeric immunoglobulin receptor%2C transcript variant X2
106097586	LOC106097586	uncharacterized LOC106097586
106097587	LOC106097587	protein NLRC3
106097588	LOC106097588	uncharacterized LOC106097588
106097589	LOC106097589	uncharacterized LOC106097589
106097591	LOC106097591	uncharacterized LOC106097591
106097592	LOC106097592	retrovirus-related Pol polyprotein from transposon 412%2C transcript variant X2
106097593	LOC106097593	uncharacterized LOC109195533%2C transcript variant X1
106097594	LOC106097594	protein C2-DOMAIN ABA-RELATED 3
106097599	LOC106097599	kallikrein-15
106097605	LOC106097605	uncharacterized LOC106097605
106097607	LOC106097607	uncharacterized LOC106097607
106097611	LOC106097611	tripartite motif-containing protein 16
106097612	LOC106097612	differentially expressed in FDCP 6 homolog
106097615	LOC106097615	sacsin
106097617	LOC106097617	proline-rich protein 36
106097618	LOC106097618	uncharacterized LOC106097618%2C transcript variant X3
106097621	LOC106097621	uncharacterized LOC106097621
106097625	LOC106097625	epidermal growth factor receptor
106097626	LOC106097626	GTPase IMAP family member 7-like
106097627	LOC106097627	retrovirus-related Pol polyprotein from transposon opus
106097628	LOC106097628	uncharacterized LOC106097628
106097629	LOC106097629	uncharacterized protein LOC109201753
106097631	LOC106097631	uncharacterized LOC106097631
106097634	LOC106097634	uncharacterized LOC106097634%2C transcript variant X3
106097636	LOC106097636	complement factor H-related protein 3
106097637	LOC106097637	uncharacterized LOC106097637
106097639	LOC106097639	uncharacterized LOC106097639
106097640	LOC106097640	olfactory receptor 13C2-like
106097642	LOC106097642	inter-alpha-trypsin inhibitor heavy chain H3
106097643	LOC106097643	dynein heavy chain 5%2C axonemal
106097644	LOC106097644	sialoadhesin-like
106097645	LOC106097645	uncharacterized LOC106097645
106097646	LOC106097646	P2X purinoceptor 5-like
106097647	LOC106097647	gastrula zinc finger protein XlCGF8.2DB-like%2C transcript variant X1
106097648	LOC106097648	uncharacterized LOC106097648
106097652	LOC106097652	scavenger receptor cysteine-rich type 1 protein M160
106097654	LOC106097654	uncharacterized LOC106097654
106097655	LOC106097655	protein C2-DOMAIN ABA-RELATED 3
106097657	LOC106097657	acyl-coenzyme A thioesterase 5%2C transcript variant X1
106097659	LOC106097659	uncharacterized LOC106097659
106097662	LOC106097662	uncharacterized protein LOC109195588
106097667	LOC106097667	membrane-spanning 4-domains subfamily A member 5
106097671	LOC106097671	zinc finger protein 462%2C transcript variant X3
106097676	LOC106097676	uncharacterized LOC106097676
106097677	LOC106097677	protein DENND6B-like
106097680	LOC106097680	uncharacterized LOC106097680%2C transcript variant X1
106097683	LOC106097683	uncharacterized LOC106097683%2C transcript variant X1
106097685	LOC106097685	coxsackievirus and adenovirus receptor-like isoform X2
106097686	LOC106097686	Fc receptor-like protein 5%2C transcript variant X3
106097691	LOC106097691	uncharacterized LOC106097691%2C transcript variant X4
106097692	LOC106097692	gamma-aminobutyric acid type B receptor subunit 2
106097693	LOC106097693	beta-1%2C4 N-acetylgalactosaminyltransferase 2%2C transcript variant X6
106097698	LOC106097698	chitotriosidase-1-like
106097702	LOC106097702	sterile alpha motif domain-containing protein 3%2C transcript variant X2
106097703	LOC106097703	uncharacterized LOC106097703%2C transcript variant X4
106097706	LOC106097706	uncharacterized LOC106097706
106097707	LOC106097707	uncharacterized LOC106097707
106097709	LOC106097709	serine/threonine-protein phosphatase with EF-hands 1
106097710	LOC106097710	zinc-binding protein A33
106097711	LOC106097711	alpha-protein kinase 1%2C transcript variant X4
106097713	LOC106097713	tripartite motif-containing protein 16
106097714	LOC106097714	uncharacterized LOC106097714%2C transcript variant X6
106097715	LOC106097715	uncharacterized LOC106097715
106097716	LOC106097716	interferon-induced protein 44-like%2C transcript variant X1
106097717	LOC106097717	5-hydroxytryptamine receptor 3C-like
106097719	LOC106097719	homeobox protein NANOG-like
106097720	LOC106097720	uncharacterized LOC106097720%2C transcript variant X1
106097725	LOC106097725	uncharacterized LOC106097725%2C transcript variant X2
106097727	LOC106097727	uncharacterized LOC106097727
106097728	LOC106097728	uncharacterized LOC106097728
106097729	LOC106097729	uncharacterized LOC106097729
106097733	LOC106097733	uncharacterized LOC106097733
106097735	LOC106097735	uncharacterized LOC106097735%2C transcript variant X1
106097739	LOC106097739	uncharacterized LOC106097739%2C transcript variant X1
106097742	LOC106097742	Ig kappa chain V-VI region NQ2-6.1-like
106097744	LOC106097744	uncharacterized LOC106097744
106097746	LOC106097746	uncharacterized LOC106097746%2C transcript variant X1
106097748	LOC106097748	uncharacterized LOC106097748%2C transcript variant X4
106097749	LOC106097749	receptor-type tyrosine-protein kinase FLT3-like
106097751	LOC106097751	uncharacterized LOC106097751%2C transcript variant X2
106097752	LOC106097752	CD209 antigen-like protein E
106097753	LOC106097753	uncharacterized LOC106097753
106097754	LOC106097754	muscle M-line assembly protein unc-89%2C transcript variant X1
106097755	LOC106097755	uncharacterized LOC106097755%2C transcript variant X1
106097756	LOC106097756	uncharacterized LOC106097756
106097758	LOC106097758	uncharacterized LOC106097758
106097760	LOC106097760	phosphorylase b kinase regulatory subunit alpha%2C liver isoform
106097761	LOC106097761	gamma-glutamyltransferase 5
106097765	LOC106097765	P2Y purinoceptor 1-like%2C transcript variant X1
106097767	LOC106097767	uncharacterized LOC106097767
106097770	LOC106097770	zinc finger MYM-type protein 1
106097774	LOC106097774	uncharacterized LOC106097774%2C transcript variant X2
106097775	LOC106097775	uncharacterized LOC106097775%2C transcript variant X2
106097778	LOC106097778	V-set domain-containing T-cell activation inhibitor 1
106097779	LOC106097779	DNA-directed RNA polymerase III subunit RPC1%2C transcript variant X6
106097780	LOC106097780	very long-chain acyl-CoA synthetase
106097781	LOC106097781	serine/threonine-protein kinase pim-2
106097784	LOC106097784	serine/threonine-protein kinase pim-1%2C transcript variant X5
106097785	LOC106097785	uncharacterized LOC106097785
106097786	LOC106097786	C-type lectin domain family 4 member M
106097788	LOC106097788	uncharacterized LOC106097788
106097793	LOC106097793	alpha-protein kinase 1%2C transcript variant X4
106097795	LOC106097795	uncharacterized LOC106097795%2C transcript variant X1
106097796	LOC106097796	zinc finger MYM-type protein 1
106097797	LOC106097797	uncharacterized LOC106097797
106097798	LOC106097798	uncharacterized LOC106097798
106097799	LOC106097799	uncharacterized LOC106097799
106097800	LOC106097800	uncharacterized LOC106097800%2C transcript variant X2
106097801	LOC106097801	uncharacterized LOC106097801%2C transcript variant X2
106097802	LOC106097802	uncharacterized LOC106097802%2C transcript variant X1
106097803	LOC106097803	tripartite motif-containing protein 16
106097806	LOC106097806	uncharacterized LOC106097806
106097808	LOC106097808	zinc finger BED domain-containing protein 1
106097812	LOC106097812	myosin-1%2C transcript variant X4
106097813	LOC106097813	titin
106097815	LOC106097815	probable serine/threonine-protein kinase clkA
106097819	LOC106097819	uncharacterized LOC106097819
106097823	LOC106097823	uncharacterized LOC106097823%2C transcript variant X2
106097824	LOC106097824	chemokine-like receptor 1%2C transcript variant X3
106097826	LOC106097826	NF-kappa-B essential modulator
106097830	LOC106097830	uncharacterized LOC106097830
106097831	LOC106097831	zinc finger MYM-type protein 1
106097832	LOC106097832	uncharacterized LOC106097832
106097833	LOC106097833	C-type lectin domain family 4 member M-like%2C transcript variant X2
106097835	LOC106097835	scavenger receptor cysteine-rich type 1 protein M130
106097836	LOC106097836	uncharacterized LOC106097836
106097837	LOC106097837	cystatin-B%2C transcript variant X1
